,Unnamed: 0,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,minimum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,maximum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,place,south
3564,1859,34577911,2015-05-30,"Bologna, Emilia-Romagna, Italy",within an hour,100%,100%,f,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,0,2,0,3,3.0,3.0,30.0,3.0,30,30.0,30.0,t,0,0,0,0,19,0,0,2019-03-11,2020-02-29,4.68,4.89,4.84,4.95,4.74,4.68,4.63,0.56,Bologna,0
39191,15371,133210680,2017-06-03,"Syracuse, Sicily, Italy",within a day,100%,100%,t,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,2,2,0,0,3,3.0,3.0,1125.0,3.0,29,1125.0,1125.0,t,0,0,0,272,28,4,0,2018-04-12,2021-09-01,4.82,4.86,5.0,5.0,4.93,4.86,4.86,0.62,Sicily,0
93256,7126,90155633,2016-08-16,"Venice, Veneto, Italy",within an hour,98%,99%,f,11.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,10,0,10,0,1,1.0,1.0,1125.0,1.0,7,1125.0,1125.0,t,20,45,75,350,3,3,1,2021-11-28,2021-12-21,4.67,4.67,4.67,5.0,4.67,5.0,4.33,2.2,Venice,0
49596,29202,202691521,2018-07-16,"Polizzi Generosa, Sicily, Italy",within a few hours,100%,94%,t,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,27,54,84,174,30,10,0,2019-06-27,2021-10-19,4.73,4.83,4.77,4.97,4.97,4.8,4.87,0.98,Sicily,0
24895,14636,308109801,2019-11-08,"Milan, Lombardy, Italy",within an hour,100%,99%,f,58.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'work_email']",t,t,58,55,3,0,1,1.0,4.0,999.0,1.8,1125,999.0,999.0,t,15,45,75,296,3,3,0,2021-06-18,2021-09-03,4.67,4.0,5.0,5.0,4.67,5.0,4.33,0.49,Milan,0
61465,2251,27347454,2015-02-07,italy ,within an hour,100%,100%,t,2.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,2,1,1,0,5,3.0,5.0,1125.0,4.7,110,1125.0,1125.0,t,4,4,20,244,67,5,0,2015-07-14,2021-10-23,4.91,4.91,4.99,4.92,4.95,4.86,4.89,0.85,Puglia,0
2195,425,46056137,2015-10-08,"Bologna, Emilia-Romagna, Italy",within an hour,100%,91%,t,3.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,3,1,2,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,0,55,3,0,2015-11-11,2021-07-11,4.78,4.83,4.8,4.94,4.98,4.81,4.78,0.74,Bologna,0
106750,15158,239447835,2019-01-28,IT,within an hour,90%,100%,f,3.0,"['phone', 'offline_government_id', 'government_id']",t,t,3,0,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,30,60,90,365,1,0,0,2019-03-17,2019-03-17,3.0,1.0,5.0,5.0,5.0,1.0,2.0,0.03,Rome,0
11647,7586,216275442,2018-09-19,IT,within an hour,93%,100%,f,4.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,6,6,0,0,2,2.0,2.0,1125.0,2.0,180,1125.0,1125.0,t,0,0,0,138,1,0,0,2019-11-03,2019-11-03,5.0,5.0,4.0,3.0,5.0,5.0,4.0,0.04,Toscana,0
90925,4167,177998145,2018-03-12,"Venice, Veneto, Italy",within an hour,100%,90%,t,3.0,"['email', 'phone']",t,t,2,2,0,0,6,6.0,7.0,365.0,6.0,365,365.0,365.0,t,22,52,82,82,54,7,0,2019-02-11,2021-11-14,4.87,4.89,4.87,4.94,5.0,5.0,4.76,1.53,Venice,0
106621,15007,161939662,2017-12-09,"Rome, Lazio, Italy",within an hour,100%,100%,t,2.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,2,2,0,0,2,2.0,3.0,1125.0,2.0,28,1125.0,1125.0,t,16,46,76,166,30,9,1,2019-06-09,2021-11-15,4.77,4.8,4.7,4.97,4.93,4.63,4.67,0.98,Rome,0
104290,12311,187712952,2018-05-03,"Rome, Lazio, Italy",within an hour,100%,100%,f,2.0,"['email', 'phone']",t,f,2,1,1,0,1,1.0,1.0,15.0,1.0,15,15.0,15.0,t,29,59,89,89,6,0,0,2018-11-02,2019-09-16,4.83,4.83,4.67,4.83,5.0,4.0,4.83,0.16,Rome,0
29838,4206,15165677,2014-05-06,"Acireale, Sicily, Italy",within an hour,100%,75%,f,6.0,"['email', 'phone', 'reviews']",t,f,6,6,0,0,3,3.0,3.0,28.0,3.0,28,28.0,28.0,t,12,12,41,316,4,0,0,2015-08-12,2017-02-11,4.75,5.0,5.0,5.0,4.5,5.0,5.0,0.05,Sicily,0
33807,8903,14351248,2014-04-16,"Palermo, Sicily, Italy",within a day,100%,52%,f,15.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,16,16,0,0,7,7.0,7.0,1125.0,7.0,1125,1125.0,1125.0,t,0,0,0,133,2,0,0,2017-07-29,2018-07-28,4.5,4.5,3.5,5.0,5.0,4.0,4.0,0.04,Sicily,0
87302,375,8019503,2013-08-08,"Venice, Veneto, Italy",within a few hours,90%,71%,t,8.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,6,4,2,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,27,45,51,323,260,1,0,2013-09-06,2021-06-20,4.59,4.74,4.78,4.73,4.7,4.84,4.52,2.56,Venice,0
89701,2853,12982157,2014-03-10,"Paris, Île-de-France, France",within an hour,98%,99%,f,44.0,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,t,22,22,0,0,2,2.0,2.0,1125.0,2.0,31,1125.0,1125.0,t,27,57,87,362,37,11,0,2017-08-11,2021-11-02,4.43,4.73,4.3,4.78,4.76,4.89,4.31,0.69,Venice,0
6919,2234,12453010,2014-02-21,"Florence, Tuscany, Italy",within an hour,100%,97%,t,3.0,"['email', 'phone', 'reviews']",t,f,3,0,3,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,0,0,0,0,2,0,0,2015-12-31,2016-01-05,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.03,Toscana,0
88709,1834,71058708,2016-05-09,IT,within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews']",t,f,1,1,0,0,2,2.0,2.0,7.0,2.0,7,7.0,7.0,t,0,0,0,0,10,0,0,2016-06-15,2016-09-11,4.3,4.6,4.4,4.89,4.9,5.0,4.8,0.15,Venice,0
73093,16985,138220282,2017-07-02,"Ostuni, Apulia, Italy",within an hour,100%,100%,f,6.0,"['email', 'phone', 'facebook']",t,f,6,6,0,0,7,7.0,7.0,20.0,7.0,20,20.0,20.0,t,0,0,0,0,1,0,0,2019-04-29,2019-04-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,Puglia,0
90815,4047,105704488,2016-11-30,"Venice, Veneto, Italy",within a day,100%,23%,f,9.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,4,4,0,0,1,1.0,2.0,1125.0,1.0,1125,1125.0,1125.0,t,0,0,0,66,5,0,0,2019-05-20,2019-08-18,4.8,4.8,4.8,4.8,5.0,5.0,5.0,0.16,Venice,0
42316,19296,105235319,2016-11-26,"Giarre, Sicily, Italy",within an hour,100%,44%,t,4.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,3,3,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,0,0,0,273,19,3,0,2019-04-13,2021-08-21,5.0,4.95,5.0,5.0,5.0,4.84,4.95,0.57,Sicily,0
10476,6154,173326866,2018-02-14,IT,within an hour,100%,96%,t,15.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,13,12,1,0,1,1.0,7.0,365.0,1.2,1125,1125.0,523.2,t,29,59,89,281,11,1,0,2018-12-31,2021-10-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.3,Toscana,0
97818,4977,25581525,2015-01-04,"Rome, Lazio, Italy",within an hour,83%,100%,f,3.0,"['email', 'phone', 'reviews']",t,t,3,0,3,0,1,1.0,2.0,28.0,1.0,1125,1125.0,519.4,t,14,39,69,183,6,0,0,2016-04-05,2019-10-06,4.67,4.17,4.83,4.67,4.17,4.67,4.33,0.09,Rome,0
98084,5288,47191384,2015-10-22,"Rome, Lazio, Italy",within an hour,100%,100%,f,2.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t,2,2,0,0,3,3.0,4.0,21.0,3.0,22,22.0,22.0,t,10,40,70,272,19,3,0,2016-03-15,2021-09-28,5.0,5.0,5.0,5.0,5.0,4.79,5.0,0.27,Rome,0
60615,1221,13370833,2014-03-21,"Vicenza, Veneto, Italy",within an hour,100%,100%,f,3.0,"['email', 'phone', 'reviews']",t,f,3,3,0,0,7,7.0,7.0,1125.0,7.0,1125,1125.0,1125.0,t,0,0,0,105,7,3,0,2014-11-16,2021-08-07,4.71,4.86,4.86,4.86,4.71,4.71,4.43,0.08,Puglia,0
97284,4365,36597281,2015-06-24,"Rome, Lazio, Italy",within a day,90%,0%,f,1.0,"['email', 'phone', 'reviews']",t,f,1,0,1,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,28,58,88,363,79,0,0,2015-08-19,2020-07-26,4.65,4.78,4.83,4.83,4.63,4.64,4.67,1.03,Rome,0
111670,22313,370708506,2020-10-05,"Rome, Lazio, Italy",within an hour,100%,99%,f,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,11,0,11,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,0,47,47,0,2021-06-20,2021-10-05,4.68,4.81,4.85,4.77,4.64,4.98,4.72,8.15,Rome,0
113047,115,4161003,2012-11-15,"Naples, Campania, Italy",within a day,100%,89%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,3,3.0,3.0,1125.0,3.0,21,1125.0,1125.0,t,15,45,70,337,153,9,0,2013-03-26,2021-11-02,4.69,4.79,4.87,4.91,4.87,4.89,4.78,1.44,Naples,0
13340,105,1974398,2012-03-20,"Milan, Lombardia, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,1,1,0,0,4,4.0,4.0,100.0,4.0,100,100.0,100.0,t,0,0,0,0,4,0,0,2015-04-18,2015-06-29,4.75,4.75,5.0,4.75,5.0,4.5,4.5,0.05,Milan,0
15310,2297,31003515,2015-04-11,"Bitonto, Puglia, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,1,1.0,1.0,29.0,1.0,29,29.0,29.0,f,0,0,0,0,7,0,0,2015-05-12,2015-09-20,3.71,3.86,4.14,4.71,4.43,4.29,3.71,0.09,Milan,0
48952,28277,224938472,2018-11-09,"Palermo, Sicily, Italy",within an hour,100%,100%,t,5.0,"['email', 'phone', 'offline_government_id', 'government_id', 'work_email']",t,t,5,3,2,0,1,1.0,1.0,30.0,1.0,30,30.0,30.0,t,0,0,1,276,3,2,0,2019-05-04,2021-08-04,5.0,5.0,5.0,4.67,5.0,5.0,5.0,0.09,Sicily,0
30827,5362,31024178,2015-04-11,"Palermo, Sicilia, Italy",within an hour,100%,50%,f,1.0,"['email', 'phone', 'reviews']",t,f,1,1,0,0,3,3.0,3.0,30.0,3.0,30,30.0,30.0,t,0,26,36,36,2,1,0,2016-08-26,2021-06-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,Sicily,0
20014,7925,9025189,2013-09-24,"Milan, Lombardy, Italy",within an hour,99%,100%,f,83.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,68,68,0,0,3,3.0,3.0,30.0,3.0,30,30.0,30.0,t,9,39,69,159,95,13,1,2018-06-29,2021-12-04,4.68,4.79,4.81,4.69,4.61,4.84,4.69,2.25,Milan,0
66049,7822,3561645,2012-09-13,IT,within an hour,91%,71%,f,3.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,3,3,0,0,7,7.0,7.0,75.0,7.0,75,75.0,75.0,t,0,0,0,202,2,0,0,2019-07-13,2020-08-22,5.0,4.5,5.0,5.0,5.0,5.0,5.0,0.07,Puglia,0
21515,9795,242888874,2019-02-13,"Milan, Lombardy, Italy",within an hour,100%,100%,t,1.0,"['phone', 'jumio', 'offline_government_id', 'government_id']",t,t,1,0,1,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,9,32,60,143,175,28,11,2019-03-30,2021-12-12,4.97,4.95,4.95,4.97,4.99,4.85,4.95,5.29,Milan,0
28759,2938,11989676,2014-02-06,"Avola, Sicily, Italy",within an hour,100%,87%,f,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,4,2,2,0,3,3.0,3.0,30.0,3.0,30,30.0,30.0,t,0,1,29,304,6,1,0,2014-10-11,2021-06-13,3.33,3.83,3.83,4.33,4.33,4.0,3.17,0.07,Sicily,0
79103,26475,47082807,2015-10-21,"Corsano, Puglia, Italy",within an hour,100%,94%,f,25.0,"['email', 'phone', 'reviews']",t,t,24,24,0,0,7,1.0,7.0,999.0,3.9,1124,999.0,999.0,t,0,0,0,196,1,1,0,2021-10-09,2021-10-09,4.0,4.0,5.0,3.0,3.0,4.0,4.0,0.36,Puglia,0
3979,2329,300006507,2019-10-04,"Bologna, Emilia-Romagna, Italy",within an hour,100%,95%,f,0.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,1,1.0,1.0,30.0,1.0,30,30.0,30.0,t,18,41,71,161,25,19,2,2019-10-10,2021-12-06,4.92,4.92,4.84,5.0,5.0,4.76,4.84,0.94,Bologna,0
100898,8451,39373421,2015-07-23,"Rome, Lazio, Italy",within an hour,100%,100%,t,11.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,11,11,0,0,1,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,17,39,304,77,0,0,2016-12-28,2020-02-03,4.7,4.82,4.82,4.96,4.95,4.88,4.65,1.28,Rome,0
112719,23850,426591464,2021-10-09,IT,within an hour,100%,100%,f,4.0,['phone'],t,t,4,4,0,0,1,1.0,1.0,365.0,1.0,365,365.0,365.0,t,2,24,54,329,6,6,4,2021-10-20,2021-12-05,3.83,4.0,3.5,5.0,4.83,4.83,3.83,3.53,Rome,0
17586,5039,114135673,2017-01-31,"Milan, Lombardy, Italy",within an hour,100%,100%,f,9.0,"['email', 'phone', 'work_email']",t,f,4,4,0,0,5,30.0,30.0,1125.0,30.0,1124,1125.0,1125.0,t,9,39,69,344,85,5,0,2017-03-13,2021-07-25,4.26,4.47,4.28,4.46,4.82,4.28,4.16,1.47,Milan,0
78193,24749,358019848,2020-07-23,"Nardò, Apulia, Italy",within an hour,100%,100%,t,2.0,['phone'],t,t,2,2,0,0,3,3.0,6.0,1125.0,3.3,1125,1125.0,1125.0,t,30,60,90,358,7,5,0,2020-08-10,2021-08-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.41,Puglia,0
84220,2274,147470046,2017-08-24,"Trento, Trentino-Alto Adige/South Tyrol, Italy",within an hour,100%,100%,f,2.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,0,2,0,2,2.0,2.0,1125.0,2.0,28,1125.0,1125.0,t,22,52,82,262,2,0,0,2018-02-11,2018-03-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,Trentino,0
27100,1045,4479889,2012-12-24,"Palermo, Sicily, Italy",within an hour,100%,98%,f,9.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,7,7,0,0,2,2.0,5.0,1125.0,2.1,1125,1125.0,1125.0,t,0,0,0,272,29,11,0,2013-08-31,2021-10-21,4.69,4.55,4.48,4.76,4.76,4.45,4.59,0.29,Sicily,0
100597,8117,99162166,2016-10-11,"Rome, Lazio, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,1,1.0,1.0,15.0,1.0,15,15.0,15.0,t,1,1,1,1,9,0,0,2016-12-11,2018-12-28,4.56,4.89,4.67,5.0,5.0,4.56,4.78,0.15,Rome,0
5297,502,6401302,2013-05-15,"Florence, Tuscany, Italy",within an hour,90%,100%,t,3.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",t,t,2,0,2,0,1,2.0,2.0,1125.0,2.0,1124,1125.0,1125.0,t,0,0,0,161,482,6,0,2013-06-23,2021-06-30,4.67,4.79,4.78,4.85,4.83,4.93,4.72,4.66,Toscana,0
2736,986,140429109,2017-07-14,"Milan, Lombardy, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews']",t,t,1,1,0,0,2,2.0,21.0,21.0,7.0,1125,1125.0,1095.2,t,4,4,15,121,25,2,0,2017-10-26,2021-11-04,4.68,4.8,4.72,4.76,4.84,4.84,4.44,0.5,Bologna,0
67827,10021,37994169,2015-07-09,"Bari, Apulia, Italy",within an hour,100%,100%,t,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",f,t,1,1,0,0,4,4.0,4.0,1125.0,4.0,30,1125.0,1125.0,t,0,0,0,129,41,17,0,2017-08-19,2021-09-27,4.95,4.93,4.93,4.93,4.98,4.95,4.95,0.77,Puglia,0
45671,23566,207792020,2018-08-06,"Sicily, Italy",within an hour,100%,100%,f,1.0,['phone'],t,f,1,1,0,0,3,3.0,3.0,29.0,3.0,29,29.0,29.0,t,27,54,84,350,3,0,0,2018-09-05,2019-08-10,4.67,5.0,5.0,5.0,4.67,4.33,4.67,0.07,Sicily,0
73604,17753,254107423,2019-04-08,"Altamura, Apulia, Italy",within an hour,100%,100%,t,1.0,"['email', 'phone']",t,f,1,1,0,0,1,1.0,1.0,32.0,1.0,32,32.0,32.0,t,26,56,56,57,13,0,0,2019-04-22,2020-08-21,4.92,5.0,5.0,4.77,4.92,4.92,4.69,0.4,Puglia,0
51240,31522,77150007,2016-06-11,"Syracuse, Sicily, Italy",within a day,100%,100%,f,2.0,"['email', 'phone', 'reviews']",t,t,2,1,1,0,1,1.0,1.0,1125.0,1.0,29,1125.0,1125.0,t,0,0,0,26,1,0,0,2020-08-27,2020-08-27,4.0,3.0,5.0,3.0,3.0,5.0,3.0,0.06,Sicily,0
56112,40049,338744084,2020-02-25,"Palermo, Sicily, Italy",within an hour,100%,97%,f,20.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,16,16,0,0,3,3.0,6.0,30.0,3.7,30,1125.0,429.1,t,0,0,1,207,3,3,1,2021-07-31,2021-12-19,4.33,4.0,3.67,5.0,4.33,5.0,4.0,0.59,Sicily,0
89141,2277,10793908,2013-12-24,"Venice, Veneto, Italy",within an hour,100%,100%,t,2.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,2,2,0,0,2,2.0,2.0,1125.0,2.0,29,1125.0,1125.0,t,29,53,83,294,87,15,0,2016-12-28,2021-12-04,4.99,4.99,5.0,5.0,4.98,4.91,4.94,1.42,Venice,0
114921,2216,98420114,2016-10-06,"Naples, Campania, Italy",within an hour,100%,100%,t,2.0,"['email', 'phone', 'facebook', 'reviews', 'work_email']",t,f,2,2,0,0,7,7.0,7.0,1125.0,7.0,30,1125.0,1125.0,t,0,0,0,0,99,0,0,2018-04-24,2020-02-29,4.94,4.96,5.0,4.95,4.97,4.75,4.92,2.23,Naples,0
10420,6095,62074527,2016-03-08,"Florence, Tuscany, Italy",within an hour,100%,99%,t,9.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,7,7,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,10,31,56,159,140,33,3,2018-12-14,2021-12-06,4.86,4.98,4.91,5.0,5.0,4.98,4.85,3.82,Toscana,0
98616,5888,85707,2010-02-26,"Rīga, Rīgas pilsēta, Latvia",within an hour,100%,99%,f,4.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,4,4,0,0,1,1.0,1.0,1125.0,1.0,29,1125.0,1125.0,t,13,37,67,336,144,22,0,2016-02-21,2021-10-28,4.49,4.63,4.63,4.61,4.69,4.93,4.59,2.04,Rome,0
10365,6027,1125260,2011-09-07,"Florence, Toscana, Italy",within an hour,100%,97%,f,56.0,"['email', 'phone', 'facebook']",t,t,21,21,0,0,2,2.0,2.0,29.0,2.0,29,29.0,29.0,t,10,10,10,10,52,9,1,2018-12-27,2021-11-28,4.63,4.77,4.65,4.77,4.79,4.94,4.69,1.44,Toscana,0
61133,1850,4136025,2012-11-13,"Bari, Apulia, Italy",within a day,100%,50%,f,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,2,2,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,27,57,87,362,1,0,0,2016-08-22,2016-08-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02,Puglia,0
57578,42849,405057894,2021-06-03,IT,within an hour,100%,100%,t,0.0,"['email', 'phone']",t,t,2,2,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,30,60,90,180,2,2,0,2021-07-11,2021-11-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.35,Sicily,0
64393,5824,71150832,2016-05-09,"Trani, Apulia, Italy",within an hour,100%,100%,t,2.0,"['email', 'phone', 'facebook', 'reviews']",t,t,3,3,0,0,1,1.0,3.0,1125.0,1.3,29,1125.0,1125.0,t,28,58,88,300,23,5,0,2016-06-29,2021-09-26,5.0,5.0,5.0,5.0,5.0,5.0,4.91,0.34,Puglia,0
4141,2537,314417328,2019-12-04,"Bologna, Emilia-Romagna, Italy",within an hour,90%,63%,t,0.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,2,0,2,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,6,6,6,6,56,34,1,2020-01-23,2021-12-05,4.95,4.91,4.95,4.89,5.0,4.91,4.79,2.42,Bologna,0
4810,3422,526623,2011-04-21,"Bologna, Emilia-Romagna, Italy",within an hour,89%,100%,f,1.0,"['phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,26,56,81,356,2,2,2,2021-12-05,2021-12-10,5.0,4.5,5.0,5.0,5.0,5.0,4.5,2.0,Bologna,0
116442,4054,258926304,2019-04-30,"Naples, Campania, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,8,38,65,212,52,22,3,2019-05-19,2021-12-10,4.54,4.62,4.6,4.96,4.85,4.88,4.63,1.66,Naples,0
42627,19760,180306750,2018-03-24,IT,a few days or more,33%,27%,f,4.0,"['email', 'phone']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,210,13,9,0,2018-06-07,2021-09-10,4.62,4.38,4.69,4.92,4.85,5.0,4.62,0.3,Sicily,0
26198,16742,230140176,2018-12-11,"Milan, Lombardy, Italy",within an hour,97%,100%,f,83.0,"['email', 'phone', 'offline_government_id', 'government_id', 'work_email']",t,t,71,71,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,20,37,37,37,1,1,1,2021-12-13,2021-12-13,1.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,Milan,0
91076,4339,96221395,2016-09-21,"Milan, Lombardy, Italy",within an hour,99%,99%,f,106.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,12,12,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,25,55,330,24,2,0,2019-03-08,2021-08-18,4.96,4.96,4.91,4.87,4.96,4.96,4.96,0.69,Venice,0
27277,1240,6782187,2013-06-07,"Cefalù, Sicily, Italy",within an hour,100%,100%,f,4.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,4,4,0,0,2,2.0,2.0,21.0,2.0,21,21.0,21.0,t,30,60,90,365,8,0,0,2014-08-11,2018-07-27,5.0,4.75,5.0,5.0,5.0,4.75,4.75,0.09,Sicily,0
81949,31985,341893310,2020-03-17,"Lecce, Apulia, Italy",within an hour,100%,100%,f,0.0,['phone'],t,f,1,1,0,0,3,1.0,3.0,365.0,2.7,365,365.0,365.0,t,0,0,0,273,1,1,0,2021-09-13,2021-09-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.28,Puglia,0
111004,21268,203272804,2018-07-18,IT,within an hour,100%,100%,t,2.0,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,4,4,0,0,3,3.0,4.0,1125.0,3.0,1125,1125.0,1125.0,t,22,52,82,343,1,1,0,2021-09-16,2021-09-16,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.35,Rome,0
29799,4155,22768084,2014-10-20,"Partinico, Sicily, Italy",within a day,100%,38%,f,3.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",t,t,3,3,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,30,60,90,365,9,4,0,2016-10-06,2021-09-10,4.89,4.78,5.0,4.89,4.89,4.67,4.44,0.14,Sicily,0
8190,3604,116050579,2017-02-12,"Florence, Tuscany, Italy",within an hour,100%,86%,f,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,1,1,0,0,3,3.0,3.0,1125.0,3.0,7,1125.0,1125.0,t,19,33,45,311,95,4,0,2017-04-02,2021-09-06,4.96,4.98,4.99,4.99,5.0,4.99,4.9,1.66,Toscana,0
