,Unnamed: 0,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,minimum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,maximum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,place,south
85598,3894,101376254,2016-10-26,IT,within a day,84%,100%,f,30.0,"['email', 'phone', 'reviews']",t,t,33,33,0,0,3,3.0,7.0,1125.0,4.2,1125,1125.0,1125.0,t,13,20,45,64,3,3,0,2021-07-24,2021-08-22,3.33,3.0,3.33,3.67,3.67,4.67,4.0,0.56,Trentino,0
32408,7207,10122669,2013-11-19,"Civitella di Romagna, Emilia-Romagna, Italy",within a day,100%,100%,t,3.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,3,3,0,0,3,3.0,3.0,30.0,3.0,30,30.0,30.0,t,29,59,89,364,22,1,0,2016-07-31,2021-02-21,4.86,4.95,5.0,4.86,5.0,4.77,4.91,0.33,Sicily,0
47524,26234,222159440,2018-10-23,"Mazara del Vallo, Sicily, Italy",within an hour,100%,97%,t,9.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,4,4,0,0,1,1.0,5.0,999.0,2.4,365,999.0,999.0,t,26,55,85,292,34,23,2,2019-06-12,2021-12-06,4.91,4.85,4.82,5.0,4.97,4.85,4.76,1.09,Sicily,0
1667,2003,30792380,2015-04-07,"Riva di Solto, Lombardy, Italy",within an hour,98%,99%,f,41.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,35,34,1,0,4,1.0,4.0,1125.0,2.7,1125,1125.0,1125.0,t,28,58,88,363,9,9,2,2021-08-19,2021-12-28,4.67,4.78,4.78,4.56,4.56,4.56,4.33,2.01,Bergamo,0
35618,11068,83941249,2016-07-15,"Trapani, Sicily, Italy",within an hour,100%,100%,t,2.0,"['email', 'phone', 'reviews']",t,f,2,2,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,8,8,8,8,16,0,0,2016-08-09,2020-09-11,4.75,5.0,4.94,5.0,5.0,4.75,4.81,0.24,Sicily,0
40535,17016,147081107,2017-08-21,"Licata, Sicily, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone']",t,f,1,0,1,0,1,1.0,1.0,20.0,1.0,20,20.0,20.0,t,23,53,83,83,1,0,0,2018-08-07,2018-08-07,0.0,4.88,4.89,4.96,4.96,4.729120851843094,4.6466308292816985,0.02,Sicily,0
69988,12779,185326446,2018-04-20,"Monopoli, Apulia, Italy",within an hour,100%,100%,t,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,2,2.0,2.0,15.0,2.0,15,15.0,15.0,t,0,0,0,1,24,0,0,2018-06-01,2020-02-26,4.83,4.96,4.88,4.96,4.96,4.83,4.92,0.55,Puglia,0
33217,8191,53069146,2016-01-02,"San Vito Lo Capo, Sicily, Italy",within an hour,100%,100%,t,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,28,61,79,7,0,2016-05-29,2021-11-09,4.92,4.94,4.86,4.99,4.99,4.77,4.9,1.16,Sicily,0
117722,6011,387672357,2021-02-07,IT,within an hour,100%,100%,f,1.0,['phone'],t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,30,1125.0,1125.0,t,15,45,75,160,10,10,1,2021-08-26,2021-11-16,5.0,5.0,5.0,5.0,5.0,4.7,4.9,2.68,Naples,0
23193,12052,248909316,2019-03-14,"Milan, Lombardy, Italy",within a day,82%,100%,f,27.0,"['email', 'phone']",t,t,18,18,0,0,210,210.0,210.0,1125.0,210.0,1125,1125.0,1125.0,t,0,27,57,332,2,2,0,2021-06-13,2021-07-31,4.5,4.5,4.5,5.0,5.0,4.0,3.5,0.32,Milan,0
96726,3730,30144855,2015-03-28,"Washington, District of Columbia, United States",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",t,t,1,1,0,0,5,5.0,5.0,1125.0,5.0,1125,1125.0,1125.0,t,3,7,9,220,1,0,0,2016-04-02,2016-04-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,Rome,0
103697,11656,17597805,2014-07-03,"Rome, Lazio, Italy",within a day,100%,78%,f,2.0,"['phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,2,2.0,2.0,120.0,2.0,120,120.0,120.0,t,4,34,64,339,18,8,0,2018-05-03,2021-10-03,4.29,4.59,3.71,4.88,4.88,4.88,4.47,0.41,Rome,0
49100,28499,259752053,2019-05-04,IT,within an hour,100%,100%,f,1.0,"['email', 'phone']",t,f,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,30,60,90,270,16,3,0,2019-06-09,2021-08-27,4.73,4.87,4.6,5.0,4.93,4.47,4.67,0.51,Sicily,0
104818,12920,75564543,2016-06-03,IT,within an hour,100%,100%,t,2.0,"['email', 'phone']",t,f,1,1,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,0,0,1,1,22,0,0,2018-08-05,2019-09-28,4.95,4.95,5.0,4.91,5.0,4.64,4.91,0.54,Rome,0
1573,1864,20964503,2014-09-05,"Munich, Bavaria, Germany",within an hour,100%,100%,t,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,2,2,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,23,53,83,302,14,14,3,2021-04-02,2021-12-27,5.0,5.0,5.0,5.0,5.0,4.93,5.0,1.54,Bergamo,0
83937,1946,124863142,2017-04-08,"Trentino-South Tyrol, Italy",within a few hours,100%,77%,t,3.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,3,3,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,8,8,13,287,5,2,0,2017-08-05,2021-08-29,4.8,4.8,4.8,5.0,5.0,5.0,4.75,0.09,Trentino,0
46856,25218,57112449,2016-02-02,"Sciacca, Sicily, Italy",within an hour,100%,100%,t,3.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,3,3,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,25,55,85,360,11,5,0,2019-06-30,2021-08-22,4.91,4.91,4.91,4.82,4.91,4.91,4.64,0.36,Sicily,0
95399,2213,15146416,2014-05-05,"Rome, Lazio, Italy",within a few hours,100%,100%,f,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,2,2,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,11,41,71,346,42,0,0,2014-07-20,2019-10-24,4.57,4.5,4.64,4.93,4.93,3.78,4.55,0.47,Rome,0
36099,11654,62390414,2016-03-10,"Messina, Sicily, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id']",t,t,1,1,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,23,53,83,173,1,0,0,2018-07-28,2018-07-28,0.0,4.88,4.89,4.96,4.96,4.729120851843094,4.6466308292816985,0.02,Sicily,0
14211,1072,13221293,2014-03-17,"Milan, Lombardy, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,1,1.0,2.0,1125.0,1.3,1125,1125.0,1125.0,t,0,0,0,0,6,0,0,2015-04-20,2018-04-21,4.67,5.0,4.0,4.83,4.67,4.5,4.33,0.07,Milan,0
85904,4280,331732999,2020-01-29,IT,within an hour,100%,100%,t,0.0,"['email', 'phone']",t,f,1,1,0,0,2,2.0,2.0,1125.0,2.0,31,1125.0,1125.0,t,0,0,0,0,13,4,0,2020-02-09,2021-09-19,4.92,4.62,5.0,5.0,5.0,4.77,4.85,0.56,Trentino,0
10429,6104,226951069,2018-11-22,IT,within an hour,100%,100%,f,1.0,"['email', 'phone']",t,f,1,1,0,0,1,1.0,1.0,27.0,1.0,27,27.0,27.0,t,0,0,0,0,27,0,0,2018-12-10,2019-10-12,4.52,4.81,4.56,4.89,4.63,4.78,4.67,0.73,Toscana,0
105235,13413,187320979,2018-05-01,"Rome, Lazio, Italy",within an hour,100%,100%,t,2.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,2,0,2,0,30,30.0,30.0,1125.0,30.0,1125,1125.0,1125.0,t,0,5,35,125,69,1,0,2018-12-26,2021-10-01,4.88,4.96,4.91,4.91,4.94,4.48,4.86,1.92,Rome,0
78155,24701,232100953,2018-12-23,"Putignano, Apulia, Italy",within an hour,100%,0%,f,0.0,"['phone', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,2,2.0,2.0,14.0,2.0,14,14.0,14.0,t,28,58,88,88,4,0,0,2020-08-11,2020-08-31,4.75,4.75,4.75,4.75,4.75,5.0,4.5,0.24,Puglia,0
38417,14458,68267125,2016-04-21,"Turin, Piedmont, Italy",within a day,100%,100%,t,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,0,0,0,0,46,17,0,2017-06-21,2021-10-28,4.87,4.74,4.87,4.87,4.76,4.98,4.78,0.84,Sicily,0
56304,40482,286251064,2019-08-16,"Ancona, Marche, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,30,1125.0,1125.0,t,0,0,0,58,1,1,0,2021-08-16,2021-08-16,5.0,5.0,5.0,5.0,5.0,3.0,5.0,0.22,Sicily,0
50103,29917,267652869,2019-06-10,Italy,within an hour,100%,100%,t,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,3,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,0,0,0,59,20,8,0,2019-07-30,2021-10-25,4.95,4.95,5.0,5.0,5.0,4.8,4.9,0.68,Sicily,0
64381,5807,9632167,2013-10-25,"Casarano, Puglia, Italy",within a day,74%,100%,f,864.0,"['email', 'phone', 'reviews', 'jumio']",t,t,823,760,56,0,3,2.0,7.0,28.0,3.4,90,28.0,28.0,t,0,0,0,125,1,0,0,2019-08-13,2019-08-13,3.0,3.0,1.0,5.0,5.0,4.0,3.0,0.03,Puglia,0
66029,7800,109623212,2017-01-03,"Latiano, Puglia, Italy",within an hour,100%,25%,f,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,27,57,87,325,1,0,0,2019-09-02,2019-09-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,Puglia,0
88766,1892,5618111,2013-03-25,"Venice, Veneto, Italy",within an hour,98%,100%,f,63.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,60,60,0,0,1,1.0,5.0,28.0,1.9,28,28.0,28.0,t,29,59,89,320,76,14,0,2016-10-07,2021-11-23,4.24,4.46,4.51,4.38,4.32,4.49,4.26,1.19,Venice,0
80530,29375,351490318,2020-06-23,IT,within an hour,100%,100%,f,0.0,"['email', 'phone']",t,t,2,1,1,0,3,3.0,3.0,1125.0,3.0,30,1125.0,1125.0,t,30,60,90,365,4,4,0,2021-07-29,2021-08-23,4.75,4.25,5.0,4.0,4.25,4.75,4.5,0.77,Puglia,0
76224,21409,40766150,2015-08-07,"Piacenza, Emilia-Romagna, Italy",within a day,100%,64%,f,0.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,7,1.0,7.0,14.0,4.0,14,14.0,14.0,t,28,58,88,178,14,5,0,2020-07-08,2021-09-11,5.0,5.0,5.0,5.0,5.0,5.0,4.79,0.78,Puglia,0
9978,5597,3156317,2012-08-04,"Florence, Tuscany, Italy",within an hour,100%,100%,t,3.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,3,3,0,0,14,14.0,14.0,15.0,14.0,15,15.0,15.0,t,0,0,0,0,9,0,0,2018-08-25,2019-11-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.22,Toscana,0
59012,45451,239722961,2019-01-29,"Milazzo, Sicily, Italy",within an hour,100%,100%,t,0.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,10,0,10,0,1,1.0,1.0,1125.0,1.0,365,1125.0,1125.0,t,30,60,90,365,2,2,0,2021-08-07,2021-08-22,4.5,4.5,4.5,4.5,4.5,5.0,5.0,0.41,Sicily,0
103734,11698,2443553,2012-05-23,"Faiano, Campania, Italy",within an hour,100%,73%,t,3.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,2,1,0,1,3,3.0,3.0,31.0,3.0,31,31.0,31.0,t,7,7,16,16,40,9,0,2018-04-23,2021-10-24,4.85,4.95,4.85,4.98,5.0,4.83,4.85,0.9,Rome,0
67601,9740,15067031,2014-05-04,"Trento, Trentino-South Tyrol, Italy",within an hour,100%,100%,t,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,3,3.0,3.0,1125.0,3.0,180,1125.0,1125.0,t,27,57,87,357,32,14,1,2017-08-07,2021-12-02,4.94,4.91,4.88,4.97,4.94,4.72,4.88,0.6,Puglia,0
113750,884,44357294,2015-09-16,"Naples, Campania, Italy",within an hour,100%,100%,t,3.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,3,0,3,0,2,2.0,2.0,1125.0,2.0,29,1125.0,1125.0,t,11,41,71,342,85,12,0,2016-03-31,2021-10-04,4.8,4.87,4.96,4.85,4.95,4.89,4.78,1.22,Naples,0
68409,10749,83562288,2016-07-13,"Copertino, Puglia, Italy",within an hour,100%,82%,f,4.0,"['email', 'phone', 'facebook', 'reviews']",t,t,4,3,1,0,7,7.0,7.0,1125.0,7.0,28,1125.0,1125.0,t,23,53,83,351,6,1,0,2017-09-17,2021-08-14,4.5,4.83,4.67,5.0,4.83,4.67,4.5,0.11,Puglia,0
72148,15548,107247539,2016-12-14,"Paris, Île-de-France, France",within an hour,97%,83%,f,271.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,15,15,0,0,1,1.0,1.0,1.0,1.0,1124,1124.0,1118.9,t,30,60,90,365,1,0,0,2018-12-16,2018-12-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,Puglia,0
24867,14593,7093961,2013-06-24,"San Donato Milanese, Lombardy, Italy",within a few hours,100%,80%,f,4.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,3,3,0,0,2,2.0,2.0,28.0,2.0,28,28.0,28.0,t,13,30,45,320,8,8,1,2021-04-19,2021-11-22,4.63,4.5,4.25,4.5,4.5,4.63,4.13,0.99,Milan,0
71650,14889,19668569,2014-08-08,"Parabita, Apulia, Italy",within an hour,100%,100%,f,5.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,3,0,0,0,1,1.0,1.0,10.0,1.0,365,10.0,10.0,t,12,42,72,283,8,8,1,2021-06-10,2021-12-20,4.63,4.63,4.75,4.88,4.88,5.0,4.88,1.18,Puglia,0
32356,7150,41129778,2015-08-11,"Santo Stefano di Camastra, Sicilia, Italy",within an hour,100%,80%,f,3.0,"['email', 'phone', 'reviews']",t,f,3,3,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,172,2,1,0,2017-07-23,2021-09-05,5.0,5.0,5.0,5.0,5.0,4.5,4.5,0.04,Sicily,0
65573,7234,39227080,2015-07-22,"Barletta, Puglia, Italy",within a few hours,100%,80%,f,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,f,1,1,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,0,1,1,189,40,3,0,2016-08-31,2021-10-03,4.6,4.58,4.63,4.64,4.72,4.72,4.56,0.62,Puglia,0
51266,31565,279353469,2019-07-26,Italy,within an hour,100%,100%,f,0.0,"['email', 'phone', 'google']",t,f,2,2,0,0,4,4.0,4.0,1125.0,4.0,21,1125.0,1125.0,t,30,60,90,326,4,3,0,2019-09-30,2021-09-25,5.0,5.0,4.75,4.75,5.0,4.75,5.0,0.15,Sicily,0
60057,580,6834666,2013-06-10,"Tuglie, Apulia, Italy",within an hour,100%,100%,f,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,2,2,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,0,0,0,209,59,6,0,2013-08-14,2021-09-09,4.78,4.78,4.84,4.95,4.9,4.6,4.77,0.58,Puglia,0
7810,3192,94792613,2016-09-12,"Florence, Tuscany, Italy",within an hour,100%,100%,t,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,2,2,0,0,2,2.0,2.0,1125.0,2.0,29,1125.0,1125.0,t,14,44,74,74,146,22,4,2017-05-14,2021-12-12,4.97,4.97,4.99,4.96,4.98,4.81,4.94,2.61,Toscana,0
2827,1083,45136743,2015-09-26,"Bologna, Emilia-Romagna, Italy",within an hour,100%,100%,t,36.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,31,21,0,0,1,1.0,4.0,90.0,2.3,90,90.0,90.0,t,16,29,50,241,16,3,1,2018-02-14,2021-12-02,4.81,4.94,4.88,4.88,4.94,4.94,4.69,0.34,Bologna,0
66671,8618,120127897,2017-03-10,"Cerignola, Apulia, Italy",within a few hours,100%,33%,f,3.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,3,0,3,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,23,53,83,173,1,0,0,2019-08-30,2019-08-30,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.04,Puglia,0
69621,12301,179916838,2018-03-22,"Nardò, Apulia, Italy",within an hour,100%,100%,f,5.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,4,4,0,0,5,5.0,5.0,29.0,5.0,29,29.0,29.0,t,29,59,89,179,5,0,0,2018-08-18,2019-08-23,4.8,4.6,5.0,4.8,5.0,4.8,4.8,0.12,Puglia,0
81657,31480,414049997,2021-07-20,CZ,within an hour,100%,96%,f,0.0,"['email', 'phone']",t,f,4,1,3,0,4,4.0,7.0,29.0,4.5,29,1125.0,942.3,t,30,60,90,365,2,2,0,2021-08-09,2021-08-16,3.5,3.5,3.5,4.0,4.0,5.0,2.5,0.42,Puglia,0
35648,11110,84519551,2016-07-18,"Randazzo, Sicily, Italy",within an hour,100%,89%,f,1.0,"['email', 'phone', 'reviews']",t,f,1,0,1,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,29,59,89,364,55,4,0,2016-07-30,2021-10-31,4.42,4.52,4.35,4.61,4.54,4.52,4.48,0.83,Sicily,0
37160,12955,110013510,2017-01-05,"Catania, Sicily, Italy",within a day,100%,33%,f,6.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,4,1,3,0,2,2.0,2.0,1125.0,2.0,28,1125.0,1125.0,t,0,0,0,98,1,0,0,2017-05-23,2017-05-23,4.0,5.0,5.0,5.0,5.0,4.0,4.0,0.02,Sicily,0
73349,17394,262335183,2019-05-17,IT,within an hour,100%,100%,f,1.0,"['email', 'phone']",t,f,1,1,0,0,3,1.0,3.0,30.0,2.7,30,30.0,30.0,t,27,57,87,87,8,7,0,2019-08-11,2021-08-28,4.38,4.38,4.5,5.0,4.88,4.63,4.38,0.27,Puglia,0
30162,4584,12140197,2014-02-11,"Terme, Sicilia, Italy",within an hour,100%,0%,f,4.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,2,2,0,0,3,3.0,3.0,29.0,3.0,29,29.0,29.0,t,0,0,5,175,2,0,0,2015-06-15,2019-04-15,4.5,5.0,5.0,5.0,5.0,5.0,5.0,0.03,Sicily,0
85567,3850,289055969,2019-08-26,ES,within a few hours,100%,67%,f,1.0,"['email', 'phone']",t,f,1,1,0,0,2,2.0,4.0,1125.0,2.0,1125,1125.0,1125.0,t,27,57,87,279,4,2,0,2019-11-18,2021-11-02,5.0,5.0,4.75,5.0,5.0,5.0,5.0,0.15,Trentino,0
51324,31648,279650870,2019-07-27,Italy,within an hour,100%,100%,f,3.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,3,1,2,0,1,1.0,1.0,1125.0,1.0,30,1125.0,1125.0,t,26,56,86,176,1,0,0,2019-08-15,2019-08-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,Sicily,0
94995,1752,712288,2011-06-17,"Rome, Lazio, Italy",within an hour,100%,100%,f,9.0,"['email', 'phone', 'reviews']",t,t,13,13,0,0,3,3.0,3.0,1125.0,3.0,450,1125.0,1125.0,t,3,24,40,170,153,11,2,2014-01-19,2021-11-21,4.69,4.73,4.66,4.83,4.78,4.88,4.67,1.59,Rome,0
52940,34300,95745471,2016-09-18,IT,within an hour,100%,64%,t,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,0,2,0,3,3.0,3.0,7.0,3.0,7,7.0,7.0,t,28,58,88,363,2,1,0,2020-01-17,2021-11-06,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.08,Sicily,0
49223,28681,260823694,2019-05-09,"Malfa, Sicily, Italy",a few days or more,0%,0%,f,1.0,"['email', 'phone']",t,t,1,1,0,0,5,5.0,5.0,31.0,5.0,31,31.0,31.0,t,28,58,88,363,2,0,0,2019-09-12,2020-08-26,5.0,5.0,3.5,5.0,5.0,5.0,5.0,0.07,Sicily,0
111980,22757,14482565,2014-04-19,"Rome, Lazio, Italy",within an hour,99%,98%,f,4.0,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,11,1,9,0,1,1.0,1.0,365.0,1.0,365,365.0,365.0,t,11,35,53,314,26,26,4,2021-07-11,2021-11-28,4.65,4.85,4.96,4.81,4.88,4.85,4.73,5.13,Rome,0
107623,16187,261852899,2019-05-14,IT,within a day,100%,100%,f,1.0,['phone'],t,f,1,1,0,0,2,1.0,2.0,30.0,1.7,10,99.0,49.2,t,26,56,86,228,4,1,0,2019-06-08,2021-09-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.13,Rome,0
53731,35755,344626546,2020-04-25,"Trapani, Sicily, Italy",within a few hours,100%,81%,f,0.0,['phone'],t,t,1,1,0,0,4,4.0,30.0,150.0,12.0,150,150.0,150.0,t,0,0,0,177,13,8,0,2020-09-08,2021-11-07,5.0,5.0,4.92,5.0,5.0,4.46,4.77,0.81,Sicily,0
74360,18800,38652569,2015-07-16,"Vignacastrisi, Apulia, Italy",within an hour,100%,100%,f,5.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,5,0,5,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,19,49,79,354,3,1,0,2019-08-16,2021-08-17,4.67,5.0,5.0,5.0,5.0,4.67,4.67,0.1,Puglia,0
24001,13294,16410445,2014-06-05,"Bergamo, Lombardy, Italy",within an hour,100%,100%,f,0.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,1,1.0,1.0,15.0,1.0,15,15.0,15.0,t,27,57,87,362,5,0,0,2020-08-05,2020-10-18,4.6,5.0,4.8,5.0,5.0,5.0,4.8,0.3,Milan,0
37108,12891,109813823,2017-01-04,"Eppelheim, Baden-Württemberg, Germany",within an hour,100%,73%,t,2.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,2,2,0,0,1,1.0,1.0,29.0,1.0,29,29.0,29.0,t,0,1,1,207,12,5,0,2018-07-16,2021-08-30,4.75,4.58,4.67,4.75,4.75,4.67,4.75,0.28,Sicily,0
76130,21257,296000082,2019-09-18,"Giuliano Di Lecce, Puglia, Italy",within an hour,100%,100%,f,0.0,"['email', 'phone']",t,f,1,0,1,0,2,2.0,2.0,30.0,2.0,30,30.0,30.0,t,12,42,72,162,1,0,0,2020-08-16,2020-08-16,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.06,Puglia,0
6210,1460,13117280,2014-03-14,"Florence, Tuscany, Italy",within an hour,100%,100%,f,2.0,"['email', 'phone']",t,f,2,2,0,0,2,1.0,1.0,999.0,1.0,1125,999.0,999.0,t,15,45,75,350,1,0,0,2017-04-05,2017-04-05,0.0,4.88,4.89,4.96,4.96,4.729120851843094,4.6466308292816985,0.02,Toscana,0
111064,21353,4883901,2013-01-28,"Rozzano, Lombardy, Italy",within a few hours,100%,50%,f,7.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,3,3.0,3.0,1125.0,3.0,31,1125.0,1125.0,t,0,15,24,47,1,1,0,2021-02-06,2021-02-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1,Rome,0
83158,1033,15702661,2014-05-19,"Trento, Trentino-South Tyrol, Italy",within a few hours,100%,70%,f,3.0,"['email', 'phone', 'reviews']",t,f,4,4,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,0,0,0,274,14,1,0,2016-05-29,2021-09-03,4.64,4.86,4.69,4.86,4.93,4.71,4.57,0.21,Trentino,0
7476,2831,3136574,2012-08-02,"Florence, Tuscany, Italy",within a day,50%,0%,f,0.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,1,1.0,1.0,30.0,1.0,30,30.0,30.0,t,29,59,89,364,66,0,0,2016-06-02,2019-10-02,4.48,4.48,4.58,4.73,4.68,4.71,4.3,0.98,Toscana,0
67457,9571,133920991,2017-06-07,IT,within an hour,100%,75%,f,0.0,"['phone', 'reviews']",t,t,2,2,0,0,4,4.0,4.0,300.0,4.0,300,300.0,300.0,t,30,60,90,365,6,0,0,2017-07-05,2017-08-27,4.8,4.8,4.6,5.0,5.0,4.8,4.8,0.11,Puglia,0
91074,4337,2634978,2012-06-14,"Venice, Veneto, Italy",within an hour,96%,100%,f,121.0,"['phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,110,110,0,0,3,2.0,7.0,999.0,2.1,1125,999.0,999.0,t,30,48,70,261,4,1,0,2019-06-17,2021-08-14,3.75,4.25,4.0,5.0,4.25,5.0,4.0,0.13,Venice,0
